question,label
로즈베리 생크림 찾아줘,B-FOODNAME E-FOODNAME O
그린티 마카롱 찾아줘,B-FOODNAME E-FOODNAME O
블루베리 마카롱 찾아줘,B-FOODNAME E-FOODNAME O
레드 벨벳 찾아줘,B-FOODNAME E-FOODNAME O
딸기 요거 찾아줘,B-FOODNAME E-FOODNAME O
바닐라 아포가토 찾아줘,B-FOODNAME E-FOODNAME O
클래식 가토 찾아줘,B-FOODNAME E-FOODNAME O
에그 브리오슈 찾아줘,B-FOODNAME E-FOODNAME O
핫치킨 치아바타 찾아줘,B-FOODNAME E-FOODNAME O
레즌 스콘 찾아줘,B-FOODNAME E-FOODNAME O
오리지널 스콘 찾아줘,B-FOODNAME E-FOODNAME O
햄앤치즈 퀘사디아 찾아줘,B-FOODNAME E-FOODNAME O
쇼콜라 쿠키 찾아줘,B-FOODNAME E-FOODNAME O
크랜베리 쿠키 찾아줘,B-FOODNAME E-FOODNAME O
멕시칸 파니니 찾아줘,B-FOODNAME E-FOODNAME O
스윗버터 토스트 찾아줘,B-FOODNAME E-FOODNAME O
카프레제 샐러드 찾아줘,B-FOODNAME E-FOODNAME O
허브치킨 가든샐러드 찾아줘,B-FOODNAME E-FOODNAME O
그릴드치킨 시저샐러드 찾아줘,B-FOODNAME E-FOODNAME O
건강한컵 리프레쉬 찾아줘,B-FOODNAME E-FOODNAME O
사이드 샐러드 찾아줘,B-FOODNAME E-FOODNAME O
토마토 모짜렐라 찾아줘,B-FOODNAME E-FOODNAME O
6치즈 블루밍브레드 찾아줘,B-FOODNAME E-FOODNAME O
리코타치즈올리브 샐러드 찾아줘,B-FOODNAME E-FOODNAME O
블랙 포레스트 찾아줘,B-FOODNAME E-FOODNAME O
초코 쉬폰 찾아줘,B-FOODNAME E-FOODNAME O
블루베리 쉬폰 찾아줘,B-FOODNAME E-FOODNAME O
아이스박스 파티팩 찾아줘,B-FOODNAME E-FOODNAME O
티라미수 파티팩 찾아줘,B-FOODNAME E-FOODNAME O
에스프레소 도피오 찾아줘,B-FOODNAME E-FOODNAME O
모카포트 아포가또 찾아줘,B-FOODNAME E-FOODNAME O
아이스 오리지널드립커피 찾아줘,B-FOODNAME E-FOODNAME O
콜드브루 아메리카노 찾아줘,B-FOODNAME E-FOODNAME O
오리지널 드립커피 찾아줘,B-FOODNAME E-FOODNAME O
헤이즐넛 카푸치노 찾아줘,B-FOODNAME E-FOODNAME O
화이트초콜릿 라떼마끼아또 찾아줘,B-FOODNAME E-FOODNAME O
마녀 그라니따 찾아줘,B-FOODNAME E-FOODNAME O
토로네 라떼 찾아줘,B-FOODNAME E-FOODNAME O
까사링고 레몬 찾아줘,B-FOODNAME E-FOODNAME O
까사링고 티라미수 찾아줘,B-FOODNAME E-FOODNAME O
수플레 치즈케익 찾아줘,B-FOODNAME E-FOODNAME O
초코 밀크푸딩무스 찾아줘,B-FOODNAME E-FOODNAME O
레드벨벳 케익 찾아줘,B-FOODNAME E-FOODNAME O
스윗 마운틴 찾아줘,B-FOODNAME E-FOODNAME O
쇼콜라 스퀘어 찾아줘,B-FOODNAME E-FOODNAME O
스트로베리 스퀘어 찾아줘,B-FOODNAME E-FOODNAME O
레몬 크레이프 찾아줘,B-FOODNAME E-FOODNAME O
딸기 크레이프 찾아줘,B-FOODNAME E-FOODNAME O
티라미수 크레이프 찾아줘,B-FOODNAME E-FOODNAME O
블랙쿠키 치즈케익 찾아줘,B-FOODNAME E-FOODNAME O
스트로베리 그라니따 찾아줘,B-FOODNAME E-FOODNAME O
복숭아 그라니따 찾아줘,B-FOODNAME E-FOODNAME O
그린티 그라니따 찾아줘,B-FOODNAME E-FOODNAME O
아이스티 복숭아/라즈베리 찾아줘,B-FOODNAME E-FOODNAME O
콜드브루 밀크티 찾아줘,B-FOODNAME E-FOODNAME O
청순밀크티 보틀 찾아줘,B-FOODNAME E-FOODNAME O
루이보스 크림티 찾아줘,B-FOODNAME E-FOODNAME O
캐모마일 프루티 찾아줘,B-FOODNAME E-FOODNAME O
히비스커스 뱅쇼 찾아줘,B-FOODNAME E-FOODNAME O
영그레이 얼그레이 찾아줘,B-FOODNAME E-FOODNAME O
키위 주스 찾아줘,B-FOODNAME E-FOODNAME O
오렌지 주스 찾아줘,B-FOODNAME E-FOODNAME O
레몬 스파클링 찾아줘,B-FOODNAME E-FOODNAME O
자몽 스파클링 찾아줘,B-FOODNAME E-FOODNAME O
베리 스파클링 찾아줘,B-FOODNAME E-FOODNAME O
청포도 스파클링 찾아줘,B-FOODNAME E-FOODNAME O
아이스 초콜릿 찾아줘,B-FOODNAME E-FOODNAME O
치킨듬뿍 보틀샐러드 찾아줘,B-FOODNAME E-FOODNAME O
파니니 햄앤머쉬룸 찾아줘,B-FOODNAME E-FOODNAME O
파니니 클래식 찾아줘,B-FOODNAME E-FOODNAME O
파니니 불고기 찾아줘,B-FOODNAME E-FOODNAME O
파니니 풀드포크 찾아줘,B-FOODNAME E-FOODNAME O
이탈리안 포카챠 찾아줘,B-FOODNAME E-FOODNAME O
햄치즈 피아디나 찾아줘,B-FOODNAME E-FOODNAME O
양송이 스프 찾아줘,B-FOODNAME E-FOODNAME O
햄앤코울슬로 샌드위치 찾아줘,B-FOODNAME E-FOODNAME O
BT 샌드위치 찾아줘,B-FOODNAME E-FOODNAME O
쉬림프 도리아 찾아줘,B-FOODNAME E-FOODNAME O
플레인 스콘 찾아줘,B-FOODNAME E-FOODNAME O
이탈리안 팡도르 찾아줘,B-FOODNAME E-FOODNAME O
정통 크라상 찾아줘,B-FOODNAME E-FOODNAME O
미니 푀이테 찾아줘,B-FOODNAME E-FOODNAME O
옥수수 스콘 찾아줘,B-FOODNAME E-FOODNAME O
크랜베리 스콘 찾아줘,B-FOODNAME E-FOODNAME O
블랙쿠키 머핀 찾아줘,B-FOODNAME E-FOODNAME O
에그 타르트 찾아줘,B-FOODNAME E-FOODNAME O
티라미수 타르트 찾아줘,B-FOODNAME E-FOODNAME O
허니브레드 생크림 찾아줘,B-FOODNAME E-FOODNAME O
허니브레드 젤라또 찾아줘,B-FOODNAME E-FOODNAME O
몽블랑 데니쉬 찾아줘,B-FOODNAME E-FOODNAME O
마카다미아 데니쉬 찾아줘,B-FOODNAME E-FOODNAME O
레몬얼그레이 우드파운드 찾아줘,B-FOODNAME E-FOODNAME O
피칸시나몬 우드파운드 찾아줘,B-FOODNAME E-FOODNAME O
브라우니 피칸앤초코 찾아줘,B-FOODNAME E-FOODNAME O
파스쿠찌 슈케트 찾아줘,B-FOODNAME E-FOODNAME O
바닐라 마카롱 찾아줘,B-FOODNAME E-FOODNAME O
프랑보아즈 피낭시에 찾아줘,B-FOODNAME E-FOODNAME O
미니 바움쿠헨 찾아줘,B-FOODNAME E-FOODNAME O
초코피칸 쿠키 찾아줘,B-FOODNAME E-FOODNAME O
더블퍼지 쿠키 찾아줘,B-FOODNAME E-FOODNAME O
얼그레이 쿠키 찾아줘,B-FOODNAME E-FOODNAME O
뛰일 아몬드 찾아줘,B-FOODNAME E-FOODNAME O
요거트 젤라또 찾아줘,B-FOODNAME E-FOODNAME O
딸기 젤라또 찾아줘,B-FOODNAME E-FOODNAME O
초콜릿 젤라또 찾아줘,B-FOODNAME E-FOODNAME O
깐쇼불갈비 석쇠 찾아줘,B-FOODNAME E-FOODNAME O
깐쇼불갈비 치즈링 찾아줘,B-FOODNAME E-FOODNAME O
깐쇼불갈비 리코타링 찾아줘,B-FOODNAME E-FOODNAME O
깐쇼불갈비 골드스윗 찾아줘,B-FOODNAME E-FOODNAME O
콘길리에 파스타 찾아줘,B-FOODNAME E-FOODNAME O
치즈까르보나라 스파게티 찾아줘,B-FOODNAME E-FOODNAME O
하와이안 오리지널 찾아줘,B-FOODNAME E-FOODNAME O
하와이안 골드링 찾아줘,B-FOODNAME E-FOODNAME O
하와이안 치즈롤 찾아줘,B-FOODNAME E-FOODNAME O
하와이안 씬 찾아줘,B-FOODNAME E-FOODNAME O
치킨 바베큐 찾아줘,B-FOODNAME E-FOODNAME O
갈릭 디핑소스 찾아줘,B-FOODNAME E-FOODNAME O
요거트 드레싱 찾아줘,B-FOODNAME E-FOODNAME O
클래식 치즈버거 찾아줘,B-FOODNAME E-FOODNAME O
토네이도 흑당 찾아줘,B-FOODNAME E-FOODNAME O
지파이 하바네로 찾아줘,B-FOODNAME E-FOODNAME O
지파이 고소한맛 찾아줘,B-FOODNAME E-FOODNAME O
베리베리 팥빙수 찾아줘,B-FOODNAME E-FOODNAME O
롱 치즈스틱 찾아줘,B-FOODNAME E-FOODNAME O
선데아이스크림 스트로베리 찾아줘,B-FOODNAME E-FOODNAME O
초코쿠키 토네이도 찾아줘,B-FOODNAME E-FOODNAME O
녹차 토네이도 찾아줘,B-FOODNAME E-FOODNAME O
스트로베리 토네이도 찾아줘,B-FOODNAME E-FOODNAME O
밀크쉐이크 딸기 찾아줘,B-FOODNAME E-FOODNAME O
밀크쉐이크 초코 찾아줘,B-FOODNAME E-FOODNAME O
밀크쉐이크 바닐라 찾아줘,B-FOODNAME E-FOODNAME O
커스터드 플랫라떼 찾아줘,B-FOODNAME E-FOODNAME O
커스터드 크림샷 찾아줘,B-FOODNAME E-FOODNAME O
헤이 더블샷 찾아줘,B-FOODNAME E-FOODNAME O
콜드브루 온더락 찾아줘,B-FOODNAME E-FOODNAME O
돌체 라떼 찾아줘,B-FOODNAME E-FOODNAME O
흑임자 라떼 찾아줘,B-FOODNAME E-FOODNAME O
패션 파인애플 찾아줘,B-FOODNAME E-FOODNAME O
패션 요거트 찾아줘,B-FOODNAME E-FOODNAME O
헤이 밀크티 찾아줘,B-FOODNAME E-FOODNAME O
카페라떼 버블샷 찾아줘,B-FOODNAME E-FOODNAME O
그린티 버블샷 찾아줘,B-FOODNAME E-FOODNAME O
밀크티 버블샷 찾아줘,B-FOODNAME E-FOODNAME O
코코넛 아이스샷 찾아줘,B-FOODNAME E-FOODNAME O
카라멜 아이스샷 찾아줘,B-FOODNAME E-FOODNAME O
그린티 아이스샷 찾아줘,B-FOODNAME E-FOODNAME O
케일망고 믹스밸 찾아줘,B-FOODNAME E-FOODNAME O
비트딸기 믹스밸 찾아줘,B-FOODNAME E-FOODNAME O
당근감귤 믹스밸 찾아줘,B-FOODNAME E-FOODNAME O
라벤더 블라썸 찾아줘,B-FOODNAME E-FOODNAME O
진저 밀크티 찾아줘,B-FOODNAME E-FOODNAME O
애플 그린티 찾아줘,B-FOODNAME E-FOODNAME O
로즈 블라썸 찾아줘,B-FOODNAME E-FOODNAME O
밀크티 얼그레이 찾아줘,B-FOODNAME E-FOODNAME O
샹그리아 에이드 찾아줘,B-FOODNAME E-FOODNAME O
타로 버블티 찾아줘,B-FOODNAME E-FOODNAME O
아쌈 버블티 찾아줘,B-FOODNAME E-FOODNAME O
코코넛 버블티 찾아줘,B-FOODNAME E-FOODNAME O
아이스티 청포도/복숭아 찾아줘,B-FOODNAME E-FOODNAME O
민트 초콜릿 찾아줘,B-FOODNAME E-FOODNAME O
망고 주스 찾아줘,B-FOODNAME E-FOODNAME O
딸기 주스 찾아줘,B-FOODNAME E-FOODNAME O
키위 스무디 찾아줘,B-FOODNAME E-FOODNAME O
딸기 스무디 찾아줘,B-FOODNAME E-FOODNAME O
쿠앤크 블렌디드 찾아줘,B-FOODNAME E-FOODNAME O
초콜릿 블렌디드 찾아줘,B-FOODNAME E-FOODNAME O
민트 초코칩 찾아줘,B-FOODNAME E-FOODNAME O
자몽 얼그레이 찾아줘,B-FOODNAME E-FOODNAME O
자몽 라떼 찾아줘,B-FOODNAME E-FOODNAME O
망고 라떼 찾아줘,B-FOODNAME E-FOODNAME O
딸기 라떼 찾아줘,B-FOODNAME E-FOODNAME O
크림치즈 프레즐 찾아줘,B-FOODNAME E-FOODNAME O
페스츄리 소시지 찾아줘,B-FOODNAME E-FOODNAME O
치즈 타르트 찾아줘,B-FOODNAME E-FOODNAME O
생크림 카스테라 찾아줘,B-FOODNAME E-FOODNAME O
인절미 토스트 찾아줘,B-FOODNAME E-FOODNAME O
바질토마토앤치킨 샌드위치 찾아줘,B-FOODNAME E-FOODNAME O
카야 토스트 찾아줘,B-FOODNAME E-FOODNAME O
베리 브레드 찾아줘,B-FOODNAME E-FOODNAME O
플레인 와플 찾아줘,B-FOODNAME E-FOODNAME O
그린티 쿨빙수 찾아줘,B-FOODNAME E-FOODNAME O
클래식 팥빙수 찾아줘,B-FOODNAME E-FOODNAME O
뉴욕 치즈케이크 찾아줘,B-FOODNAME E-FOODNAME O
레몬라임 블라스트 찾아줘,B-FOODNAME E-FOODNAME O
레인보우 샤베트 찾아줘,B-FOODNAME E-FOODNAME O
마법사의 할로윈 찾아줘,B-FOODNAME E-FOODNAME O
망고 소르베 찾아줘,B-FOODNAME E-FOODNAME O
미니 티라미수 찾아줘,B-FOODNAME E-FOODNAME O
밀크 쉐이크 찾아줘,B-FOODNAME E-FOODNAME O
바닐라빈 라떼 찾아줘,B-FOODNAME E-FOODNAME O
베리베리 스트로베리 찾아줘,B-FOODNAME E-FOODNAME O
북극곰 폴라베어 찾아줘,B-FOODNAME E-FOODNAME O
슈팅스타 블라스트 찾아줘,B-FOODNAME E-FOODNAME O
슈퍼 버스데이 찾아줘,B-FOODNAME E-FOODNAME O
스위스미스 핫초코 찾아줘,B-FOODNAME E-FOODNAME O
스트로베리 블렌디드 찾아줘,B-FOODNAME E-FOODNAME O
심슨에 반하나 찾아줘,B-FOODNAME E-FOODNAME O
아몬드 봉봉 찾아줘,B-FOODNAME E-FOODNAME O
엄마는 외계인 찾아줘,B-FOODNAME E-FOODNAME O
에스프레소 아포가토 찾아줘,B-FOODNAME E-FOODNAME O
연유 라떼 찾아줘,B-FOODNAME E-FOODNAME O
오레오 쉐이크 찾아줘,B-FOODNAME E-FOODNAME O
와츄원 쉐이크 찾아줘,B-FOODNAME E-FOODNAME O
요거트 쉐이크 찾아줘,B-FOODNAME E-FOODNAME O
초코나무 숲 찾아줘,B-FOODNAME E-FOODNAME O
초콜릿 무스 찾아줘,B-FOODNAME E-FOODNAME O
초콜릿 칩 찾아줘,B-FOODNAME E-FOODNAME O
피스타치오 아몬드 찾아줘,B-FOODNAME E-FOODNAME O
피치피치 블렌디드 찾아줘,B-FOODNAME E-FOODNAME O
히비스커스 티 찾아줘,B-FOODNAME E-FOODNAME O
수박 크러쉬 찾아줘,B-FOODNAME E-FOODNAME O
자두 크러쉬 찾아줘,B-FOODNAME E-FOODNAME O
딸기앤쿠키 밀크티 찾아줘,B-FOODNAME E-FOODNAME O
딸기앤요구르트 크러쉬 찾아줘,B-FOODNAME E-FOODNAME O
블랙밀크티 펄 찾아줘,B-FOODNAME E-FOODNAME O
타로밀크티 펄 찾아줘,B-FOODNAME E-FOODNAME O
초콜렛밀크티 밀크폼 찾아줘,B-FOODNAME E-FOODNAME O
망고요구르트 화이트펄 찾아줘,B-FOODNAME E-FOODNAME O
우롱밀크티 코코넛 찾아줘,B-FOODNAME E-FOODNAME O
청포도그린티에이드 알로에 찾아줘,B-FOODNAME E-FOODNAME O
자스민 그린티 찾아줘,B-FOODNAME E-FOODNAME O
밀크폼 그린티 찾아줘,B-FOODNAME E-FOODNAME O
밀크폼 우롱티 찾아줘,B-FOODNAME E-FOODNAME O
밀크폼 블랙티 찾아줘,B-FOODNAME E-FOODNAME O
밀크폼 얼그레이티 찾아줘,B-FOODNAME E-FOODNAME O
밀크폼 윈터멜론티 찾아줘,B-FOODNAME E-FOODNAME O
그린 밀크티 찾아줘,B-FOODNAME E-FOODNAME O
우롱 밀크티 찾아줘,B-FOODNAME E-FOODNAME O
블랙 밀크티 찾아줘,B-FOODNAME E-FOODNAME O
얼그레이 밀크티 찾아줘,B-FOODNAME E-FOODNAME O
윈터멜론 밀크티 찾아줘,B-FOODNAME E-FOODNAME O
타로 밀크티 찾아줘,B-FOODNAME E-FOODNAME O
초콜렛 밀크티 찾아줘,B-FOODNAME E-FOODNAME O
허니 레몬티 찾아줘,B-FOODNAME E-FOODNAME O
허니 자몽티 찾아줘,B-FOODNAME E-FOODNAME O
망고 요구르트 찾아줘,B-FOODNAME E-FOODNAME O
레몬 요구르트 찾아줘,B-FOODNAME E-FOODNAME O
망고 스무디 찾아줘,B-FOODNAME E-FOODNAME O
청포도 스무디 찾아줘,B-FOODNAME E-FOODNAME O
타로 스무디 찾아줘,B-FOODNAME E-FOODNAME O
얼그레이 아메리카노 찾아줘,B-FOODNAME E-FOODNAME O
딥모카 카페라떼 찾아줘,B-FOODNAME E-FOODNAME O
딥바닐라 카페라떼 찾아줘,B-FOODNAME E-FOODNAME O
콜드 브루 찾아줘,B-FOODNAME E-FOODNAME O
에스프레소 마키아또 찾아줘,B-FOODNAME E-FOODNAME O
리스트레토 비안코 찾아줘,B-FOODNAME E-FOODNAME O
클래식 아포가토 찾아줘,B-FOODNAME E-FOODNAME O
모카 프라푸치노 찾아줘,B-FOODNAME E-FOODNAME O
에스프레소 프라푸치노 찾아줘,B-FOODNAME E-FOODNAME O
카라멜 프라푸치노 찾아줘,B-FOODNAME E-FOODNAME O
유스베리 티 찾아줘,B-FOODNAME E-FOODNAME O
차이 티 찾아줘,B-FOODNAME E-FOODNAME O
스팀 우유 찾아줘,B-FOODNAME E-FOODNAME O
녹차 머핀 찾아줘,B-FOODNAME E-FOODNAME O
클래식 스콘 찾아줘,B-FOODNAME E-FOODNAME O
한라봉 스콘 찾아줘,B-FOODNAME E-FOODNAME O
레몬앤그린티 패스트리 찾아줘,B-FOODNAME E-FOODNAME O
리프 파이 찾아줘,B-FOODNAME E-FOODNAME O
바게트 버터앤잼 찾아줘,B-FOODNAME E-FOODNAME O
치즈 데니쉬 찾아줘,B-FOODNAME E-FOODNAME O
프렌치 크루아상 찾아줘,B-FOODNAME E-FOODNAME O
하트 파이 찾아줘,B-FOODNAME E-FOODNAME O
현무암 포카치아 찾아줘,B-FOODNAME E-FOODNAME O
라임라임 타르트 찾아줘,B-FOODNAME E-FOODNAME O
몽한라 아일랜드 찾아줘,B-FOODNAME E-FOODNAME O
체커스 케이크 찾아줘,B-FOODNAME E-FOODNAME O
티라미수 아일랜드 찾아줘,B-FOODNAME E-FOODNAME O
피스타치오 파운드 찾아줘,B-FOODNAME E-FOODNAME O
티라미수 볼 찾아줘,B-FOODNAME E-FOODNAME O
베리베리 바움쿠헨 찾아줘,B-FOODNAME E-FOODNAME O
피칸 브라우니 찾아줘,B-FOODNAME E-FOODNAME O
헤븐리 티라미수 찾아줘,B-FOODNAME E-FOODNAME O
볼케이노 샌드위치 찾아줘,B-FOODNAME E-FOODNAME O
에그에그 샌드위치 찾아줘,B-FOODNAME E-FOODNAME O
크로크 무슈 찾아줘,B-FOODNAME E-FOODNAME O
한라봉 모닝샌드위치 찾아줘,B-FOODNAME E-FOODNAME O
현무암 크로크무슈 찾아줘,B-FOODNAME E-FOODNAME O
블루베리 초콜릿 찾아줘,B-FOODNAME E-FOODNAME O
탐라 비스코티 찾아줘,B-FOODNAME E-FOODNAME O
현무암 러스크 찾아줘,B-FOODNAME E-FOODNAME O
스트로베리 마카롱 찾아줘,B-FOODNAME E-FOODNAME O
카라멜 스틱 찾아줘,B-FOODNAME E-FOODNAME O
카라멜 와플 찾아줘,B-FOODNAME E-FOODNAME O
초콜릿 아포가토 찾아줘,B-FOODNAME E-FOODNAME O
오리지널 프레즐 찾아줘,B-FOODNAME E-FOODNAME O
아몬드 프레즐 찾아줘,B-FOODNAME E-FOODNAME O
갈릭 프레즐 찾아줘,B-FOODNAME E-FOODNAME O
어니언 프레즐 찾아줘,B-FOODNAME E-FOODNAME O
페퍼로니 프레즐 찾아줘,B-FOODNAME E-FOODNAME O
애플 플랫프레즐 찾아줘,B-FOODNAME E-FOODNAME O
치킨 플랫프레즐 찾아줘,B-FOODNAME E-FOODNAME O
크림치즈 스틱 찾아줘,B-FOODNAME E-FOODNAME O
블루큐라소 레몬에이드 찾아줘,B-FOODNAME E-FOODNAME O
스트로베리 레몬에이드 찾아줘,B-FOODNAME E-FOODNAME O
키위바나나 레몬에이드 찾아줘,B-FOODNAME E-FOODNAME O
자몽 레몬에이드 찾아줘,B-FOODNAME E-FOODNAME O
청포도 레몬에이드 찾아줘,B-FOODNAME E-FOODNAME O
패션후르츠 레몬에이드 찾아줘,B-FOODNAME E-FOODNAME O
체다치즈 딥 찾아줘,B-FOODNAME E-FOODNAME O
크림치즈 딥 찾아줘,B-FOODNAME E-FOODNAME O
헤이즐넛 아메리카노 찾아줘,B-FOODNAME E-FOODNAME O
더치 아메리카노 찾아줘,B-FOODNAME E-FOODNAME O
더치 라떼 찾아줘,B-FOODNAME E-FOODNAME O
연유 카페라떼 찾아줘,B-FOODNAME E-FOODNAME O
연유 콜드브루 찾아줘,B-FOODNAME E-FOODNAME O
흑당 라떼 찾아줘,B-FOODNAME E-FOODNAME O
흑당 콜드브루 찾아줘,B-FOODNAME E-FOODNAME O
이디야 사과주스 찾아줘,B-FOODNAME E-FOODNAME O
라이언 망고후르츠 찾아줘,B-FOODNAME E-FOODNAME O
어피치 애플허니 찾아줘,B-FOODNAME E-FOODNAME O
아포가토 오리지널 찾아줘,B-FOODNAME E-FOODNAME O
선셋 펀치 찾아줘,B-FOODNAME E-FOODNAME O
선셋 펀치 찾아줘,B-FOODNAME E-FOODNAME O
선라이즈 펀치 찾아줘,B-FOODNAME E-FOODNAME O
선라이즈 펀치 찾아줘,B-FOODNAME E-FOODNAME O
오션 펀치 찾아줘,B-FOODNAME E-FOODNAME O
오션 펀치 찾아줘,B-FOODNAME E-FOODNAME O
자몽네이블 오렌지 찾아줘,B-FOODNAME E-FOODNAME O
꿀복숭아 플랫치노 찾아줘,B-FOODNAME E-FOODNAME O
브라우니 쇼콜라 찾아줘,B-FOODNAME E-FOODNAME O
제주청귤 오리지널 찾아줘,B-FOODNAME E-FOODNAME O
제주청귤 블라썸 찾아줘,B-FOODNAME E-FOODNAME O
석류 오리지널 찾아줘,B-FOODNAME E-FOODNAME O
석류 애플라임 찾아줘,B-FOODNAME E-FOODNAME O
레몬 스윗플럼 찾아줘,B-FOODNAME E-FOODNAME O
유자 피나콜라다 찾아줘,B-FOODNAME E-FOODNAME O
민트 모카 찾아줘,B-FOODNAME E-FOODNAME O
화이트 초콜릿 찾아줘,B-FOODNAME E-FOODNAME O
녹차 라떼 찾아줘,B-FOODNAME E-FOODNAME O
이곡 라떼 찾아줘,B-FOODNAME E-FOODNAME O
아이스티 레몬 찾아줘,B-FOODNAME E-FOODNAME O
커피 플랫치노 찾아줘,B-FOODNAME E-FOODNAME O
망고 플랫치노 찾아줘,B-FOODNAME E-FOODNAME O
모카 플랫치노 찾아줘,B-FOODNAME E-FOODNAME O
카라멜 플랫치노 찾아줘,B-FOODNAME E-FOODNAME O
자몽 플랫치노 찾아줘,B-FOODNAME E-FOODNAME O
녹차 플랫치노 찾아줘,B-FOODNAME E-FOODNAME O
오리진 쉐이크 찾아줘,B-FOODNAME E-FOODNAME O
초코 쿠키쉐이크 찾아줘,B-FOODNAME E-FOODNAME O
딸기 쉐이크 찾아줘,B-FOODNAME E-FOODNAME O
눈꽃 팥빙수 찾아줘,B-FOODNAME E-FOODNAME O
눈꽃 애플망고빙수 찾아줘,B-FOODNAME E-FOODNAME O
눈꽃 초코빙수 찾아줘,B-FOODNAME E-FOODNAME O
라이언 미니케이크 찾아줘,B-FOODNAME E-FOODNAME O
어피치 미니케이크 찾아줘,B-FOODNAME E-FOODNAME O
튜브 미니케이크 찾아줘,B-FOODNAME E-FOODNAME O
크리미초코 감자쿠키 찾아줘,B-FOODNAME E-FOODNAME O
크리미치즈 그레인쿠키 찾아줘,B-FOODNAME E-FOODNAME O
초코 티라미수 찾아줘,B-FOODNAME E-FOODNAME O
브라우니 쿠키 찾아줘,B-FOODNAME E-FOODNAME O
소고기 브리또 찾아줘,B-FOODNAME E-FOODNAME O
핫치킨 브리또 찾아줘,B-FOODNAME E-FOODNAME O
생크림 티라미수빵 찾아줘,B-FOODNAME E-FOODNAME O
생크림 초코쿠키빵 찾아줘,B-FOODNAME E-FOODNAME O
생크림 팥빵 찾아줘,B-FOODNAME E-FOODNAME O
크림치즈 와플 찾아줘,B-FOODNAME E-FOODNAME O
메이플 와플 찾아줘,B-FOODNAME E-FOODNAME O
잉글리쉬 머핀 찾아줘,B-FOODNAME E-FOODNAME O
이디야 티라미수 찾아줘,B-FOODNAME E-FOODNAME O
스노우 쿠키슈 찾아줘,B-FOODNAME E-FOODNAME O
크림치즈 머핀 찾아줘,B-FOODNAME E-FOODNAME O
마카다미아 쿠키 찾아줘,B-FOODNAME E-FOODNAME O
콤비네이션 피자 찾아줘,B-FOODNAME E-FOODNAME O
화이트갈릭 피자 찾아줘,B-FOODNAME E-FOODNAME O
불고기 피자 찾아줘,B-FOODNAME E-FOODNAME O
포테이토 피자 찾아줘,B-FOODNAME E-FOODNAME O
페퍼로니 피자 찾아줘,B-FOODNAME E-FOODNAME O
치즈 피자 찾아줘,B-FOODNAME E-FOODNAME O
치킨 피자 찾아줘,B-FOODNAME E-FOODNAME O
하와이언 피자 찾아줘,B-FOODNAME E-FOODNAME O
야채 피자 찾아줘,B-FOODNAME E-FOODNAME O
목우촌미트 피자 찾아줘,B-FOODNAME E-FOODNAME O
고구마디럭스 피자 찾아줘,B-FOODNAME E-FOODNAME O
레드핫치킨 피자 찾아줘,B-FOODNAME E-FOODNAME O
핫바비큐 피자 찾아줘,B-FOODNAME E-FOODNAME O
시카고 피자 찾아줘,B-FOODNAME E-FOODNAME O
스파이시 치킨피자 찾아줘,B-FOODNAME E-FOODNAME O
쉬림프디럭스 피자 찾아줘,B-FOODNAME E-FOODNAME O
치즈브래드 스틱 찾아줘,B-FOODNAME E-FOODNAME O
고구마브래드 스틱 찾아줘,B-FOODNAME E-FOODNAME O
쏘핫불고기 크림치즈피자 찾아줘,B-FOODNAME E-FOODNAME O
치즈후라이 크림치즈피자 찾아줘,B-FOODNAME E-FOODNAME O
통마늘불고기 소보로피자 찾아줘,B-FOODNAME E-FOODNAME O
수제고구마 소보로피자 찾아줘,B-FOODNAME E-FOODNAME O
수제고구마 골드피자 찾아줘,B-FOODNAME E-FOODNAME O
스파이시도이치 골드피자 찾아줘,B-FOODNAME E-FOODNAME O
핫치킨앤쉬림프 골드피자 찾아줘,B-FOODNAME E-FOODNAME O
더블바베큐 골드피자 찾아줘,B-FOODNAME E-FOODNAME O
베이컨쉬림프 치즈링피자 찾아줘,B-FOODNAME E-FOODNAME O
불고기 치즈링피자 찾아줘,B-FOODNAME E-FOODNAME O
페파로니 치즈링피자 찾아줘,B-FOODNAME E-FOODNAME O
핫치킨 치즈링피자 찾아줘,B-FOODNAME E-FOODNAME O
불고기 스위트골드피자 찾아줘,B-FOODNAME E-FOODNAME O
치킨바베큐 스위트골드피자 찾아줘,B-FOODNAME E-FOODNAME O
베이컨체다치즈 피자 찾아줘,B-FOODNAME E-FOODNAME O
빽’ 라떼 찾아줘,B-FOODNAME E-FOODNAME O
민트초코 빽스치노 찾아줘,B-FOODNAME E-FOODNAME O
겐마이차 그린 찾아줘,B-FOODNAME E-FOODNAME O
파미그래네이트 블루베리 찾아줘,B-FOODNAME E-FOODNAME O
진셍 페퍼민트 찾아줘,B-FOODNAME E-FOODNAME O
레몬 캐모마일 찾아줘,B-FOODNAME E-FOODNAME O
아프리칸 선라이즈 찾아줘,B-FOODNAME E-FOODNAME O
스웨디쉬 베리즈 찾아줘,B-FOODNAME E-FOODNAME O
아이스 모카라떼 찾아줘,B-FOODNAME E-FOODNAME O
헤이즐넛 아이스커피 찾아줘,B-FOODNAME E-FOODNAME O
아이스 에스프레소 찾아줘,B-FOODNAME E-FOODNAME O
더블카페 라떼 찾아줘,B-FOODNAME E-FOODNAME O
